"id","ts","text","country","sentiment"
"330057197633564672","2013-05-02 20:32:22","Iron Man 3 is great. In my opinion, best of all of them! And...Robert Downey Jr... In 3D!! :D #yay #2013movie #IronMan","NETHERLANDS","2"
"330057198224936962","2013-05-02 20:32:22","I'll be seeing Iron Man 3 tonight at 8 😄👍","UNITED STATES","1"
"330057199609069568","2013-05-02 20:32:23","My spidey sense is tingling about the iron man 3 opening! http://t.co/0gUcgeMtaO","UNITED STATES","2"
"330057199692947459","2013-05-02 20:32:23","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","","1"
"330057202150813697","2013-05-02 20:32:23","Absolutely loved Iron Man 3! Another brilliant performance from Robert Downey Jr #marvel #ironman3 #Disney @Disney @Marvel","UNITED KINGDOM","2"
"330057204700946432","2013-05-02 20:32:24","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","UNITED STATES","1"
"330057205103603714","2013-05-02 20:32:24","RT @kalamm123: Everyones going cinema to watch iron man 3 an I haven't even watched iron man 1","CANADA","2"
"330057210174517248","2013-05-02 20:32:25","Sortie d'iron man 3 ! Il est extraaaa.","FRANCE","1"
"330057211919355904","2013-05-02 20:32:26","dios!a cada rato veo los carteles de IRON MAN 3 y me dan unas ganas de ir a verla *_*","BRAZIL","1"
"330057212779167744","2013-05-02 20:32:26","RT @WhyTheCM: Who's ready to see IRON MAN 3? (RETWEET)","UNITED STATES","2"
"330057213773242368","2013-05-02 20:32:26","joya el finde voy aver iron man 3 , tanto esperaba esa peliculaaaaaaa","","2"
"330057216595988480","2013-05-02 20:32:27","Iron man 3 il est archi vie. Sa me fait du mal de l'admettre @SooTheOnlyOne","","0"
"330057218177241089","2013-05-02 20:32:27","RT @JustAskNick: Iron Man 3 at midnight. 👍","UNITED STATES","1"
"330057221465571330","2013-05-02 20:32:28","RT @boxofficemojo: 'Iron Man 3's $21.5M debut in China is an opening day record, and is also up on 'The Avengers' opening weekend: http://t…","GERMANY","1"
"330057222354780162","2013-05-02 20:32:28","RT @dcumoviepage: Review: Iron Man 3 (with spoilers) http://t.co/3tgUwBgLUj  #Ironman #Marvel","BRAZIL","2"
"330057223294291971","2013-05-02 20:32:28","Iron Man 3 avec l'équipe 😎","GREECE","1"
"330057224267366400","2013-05-02 20:32:29","""Don't think, drink."" -words to live by, by Tony Stark","","1"
"330057224451915776","2013-05-02 20:32:29","IRON MAN 3 TONIGHT!","ECUADOR","1"
"330057225123004416","2013-05-02 20:32:29","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","","1"
"330057227421503488","2013-05-02 20:32:29","I want to see Iron Man 3 real bad","","2"
"330057227941601282","2013-05-02 20:32:29","“@Naouaaaaal: ''''@IJohnnyGaddaar kwil maar iron man 3 ej'' Jou zin klopt niet Ezel .” grote handen noa, grote handen","NETHERLANDS","1"
"330057235231293443","2013-05-02 20:32:31","RT @felixtre89: busco novia para que me acompañe a ver iron man 3, informes aqui","MEXICO","1"
"330057235709440001","2013-05-02 20:32:31","Midnight premiere of Iron Man 3? I think yes!!! ✌","","2"
"330057237504610305","2013-05-02 20:32:32","Gostei de um vídeo @YouTube http://t.co/tfC2ovJp9x Man 3 Soundtrack - 1. Iron Man 3","BRAZIL","1"
"330057242416128000","2013-05-02 20:32:33","Who's coming to iron man 3 tonight!?!?!?","UNITED STATES","1"
"330057243083042816","2013-05-02 20:32:33","Robert Downey Jr. &amp; Susan Downey posing together in Giorgio Armani at the LA Premiere of Iron Man 3 http://t.co/mV8ecFiERW” @fvali11","","1"
"330057244332924929","2013-05-02 20:32:33","RT @elespectador: Según Robert Downey Jr, éste es el éxito de Iron Man 3 http://t.co/CYniWYhXUv","COLOMBIA","1"
"330057244681068544","2013-05-02 20:32:33","Tryna see that iron man 3","UNITED STATES","1"
"330057245251489792","2013-05-02 20:32:34","Iron Man 3 premier tonight. Lets go!!!","CANADA","2"
"330057250133643264","2013-05-02 20:32:35","RT @ThisIsNerdNews: First look of Ben Kingsley in Ender's Game http://t.co/U2YDo88G5W","UNITED STATES","0"
"330057252968996864","2013-05-02 20:32:35","RT @JSupermanD: Iron Man 3 tonight!","UNITED STATES","1"
"330057254348922883","2013-05-02 20:32:36","iron man 3 crazy","CHILE","0"
"330057256303460352","2013-05-02 20:32:36","Iron Man 3 comes out earlier then tomorrow, there is a showing at 9 today👍","","1"
"330057259465969665","2013-05-02 20:32:37","Loved Iron Man 3!","UNITED KINGDOM","1"
"330057260673937408","2013-05-02 20:32:37","RT @mfreelighhh: ❗RT @SlapItOnMyASH: I wanna go see iron man 3 😫😫😫","ECUADOR","1"
"330057266864717824","2013-05-02 20:32:39","Quem ja viu Iron Man 3 vai entender o meu nome de perfil","","1"
"330057268613754882","2013-05-02 20:32:39","Calling it- Saturday will be the geekiest day EVER! May 4th- FCBD, Iron Man 3, BBC Supernatural Saturdays, Looper, May the Force Day...","UNITED STATES","2"
"330057270811570176","2013-05-02 20:32:40","I think I'm going to see iron man 3 tomorrow BLESS","UNITED STATES","2"
"330057270895456256","2013-05-02 20:32:40","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","","1"
"330057270933217281","2013-05-02 20:32:40","Iron man 3 was shocking","UNITED KINGDOM","0"
"330057275077169153","2013-05-02 20:32:41","Segunda semana de Iron Man 3 - Crítica de la película (por Martín Casanova) http://t.co/WZpb4p2Rw9  #cine #historieta","","1"
"330057276499042306","2013-05-02 20:32:41","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","UNITED KINGDOM","1"
"330057280823365632","2013-05-02 20:32:42","@JaviAran le comunico que el señor @teteolmedo2 y un servidor estamos maquinando para ir a ver Iron Man 3, se apunta o k ase?","SPAIN","1"
"330057283532886016","2013-05-02 20:32:43","Iron man 3 tonight! Going to school with 3 hours of sleep tomorrow.","","1"
"330057284317224960","2013-05-02 20:32:43","RT @MikeVekk: I'm really wanting to go see iron man 3 tonight","UNITED STATES","1"
"330057286737346560","2013-05-02 20:32:43","RT @SalmaaVelez: Ok so who want to go see Iron Man 3 with me AND @paisleYoung 😏 #HotDates","","2"
"330057289262313473","2013-05-02 20:32:44","RT @jovemnerd: Falem o que quiser de Iron Man 3, mas Brian Tyler mandou MUITO na trilha sonora! http://t.co/qv4zEK2GoK","GREENLAND","1"
"330057289434292225","2013-05-02 20:32:44","Что-то этот ваш Iron Man 3 совсем унылый. Но если расценивать его, как рекламу Audi, то вполне ок.","IRAQ","1"
"330057291694997504","2013-05-02 20:32:45","Well. I'm just going to go and fight crime in my billion dollar suit of iron. :) (tony stark is just a cover)","MOROCCO","2"
"330057292315774976","2013-05-02 20:32:45","""@MRSRICKETT_2U: No iron man 3 4 me this wkend 😔"" why? I gotta see it","UNITED STATES","1"
"330057292798115840","2013-05-02 20:32:45","Аlready today Iron man 3 in IMAX 3D!","","1"
"330057293758599168","2013-05-02 20:32:45","Gostei de um vídeo @YouTube http://t.co/qIdAezbH0U Man 3 Soundtrack - 1. Iron Man 3","BRAZIL","1"
"330057295746711552","2013-05-02 20:32:46","RT @jovemnerd: Falem o que quiser de Iron Man 3, mas Brian Tyler mandou MUITO na trilha sonora! http://t.co/qv4zEK2GoK","BRAZIL","1"
"330057298955345920","2013-05-02 20:32:46","#nowPlaying Iron Man 3 OST http://t.co/BQ0mI5MEuD","BRAZIL","1"
"330057300951846912","2013-05-02 20:32:47","“He die at the end yo @Msz_Coca: iron man 3 tonight :) !!!!!!”","UNITED STATES","1"
"330057301933322240","2013-05-02 20:32:47","I cannot wait for iron man 3 tonight","UNITED STATES","1"
"330057308551913473","2013-05-02 20:32:49","Robert Downey Jr.  😍😍","GREECE","1"
"330057308996526080","2013-05-02 20:32:49","Iron Man 3 was.. Excellent! It's like a better version of The Avengers! Omg","UNITED ARAB EMIRATES","2"
"330057310737145857","2013-05-02 20:32:49","Foto: brianmichaelbendis: Marvel Comics Super Special #10, Featuring Star-Lord, Winter 1979, cover by Earl... http://t.co/Wm7FJ2IPbn","COLOMBIA","2"
"330057311727022080","2013-05-02 20:32:49","Iron man 3 dude we didnt even watch half the movie and security came and fadaye7 omg @Memoo_EmmDee","","2"
"330057311752167424","2013-05-02 20:32:49","TONY STARK SEU DELISINHA","UNITED STATES","0"
"330057312649756672","2013-05-02 20:32:50","Take it I'm the only one who hasn't seen Iron Man 3 yet!! :( #ImSuchALoser #IronMan3","","1"
"330057313048219649","2013-05-02 20:32:50","Iron Man 3 bekommt 8/10 Punkte von mir. Spektakulär, witzig, keine Enttäuschung. http://t.co/0ZfNJNl3GM #IMDb","GERMANY","1"
"330057321545863168","2013-05-02 20:32:52","Who tryna go see Iron Man 3 tonight","UNITED STATES","1"
"330057322464432128","2013-05-02 20:32:52","Should i see Iron man 3 or great gatsby? *little hispanic taco girl voice* WHY NOT BOTH!","UNITED STATES","1"
"330057331335364610","2013-05-02 20:32:54","RT @sarahmoreno93: Seriously if you've seen iron man 3 already, SHUT THE FUCK UP OR ILL SHUT IT FOR YOU.","","0"
"330057333277343745","2013-05-02 20:32:55","I wanna go watch Iron Man 3 tonight!","UNITED STATES","1"
"330057334057467904","2013-05-02 20:32:55","Dicen que si no le tomas foto a tus boletos de Iron Man 3 y las subes a todas las redes sociales, no puedes entrar a la función.","","1"
"330057334950854657","2013-05-02 20:32:55","RT @juanjosoriano90: ""Iron Man 3· me la esperaba mejor, pero bueno, entretenida. Good evening boys @dani_lujan93 @JavierZelaz :)","GREECE","2"
"330057336825720833","2013-05-02 20:32:55","RT @Viiictoria8: So excited for iron man 3 tonight!💛💚🎥👌👏","UNITED STATES","2"
"330057338838978561","2013-05-02 20:32:56","With Iron Man 3 hitting theaters tonight, here's a chance to learn a little more about his story for those not... http://t.co/LGZc9s3LKS","","0"
"330057339447160832","2013-05-02 20:32:56","Iron man 3 tonight wut wut","","1"
"330057341439442945","2013-05-02 20:32:57","RT @joe_austin: Saw Iron Man 3 yesterday. Goes without saying that it was sick.","UNITED KINGDOM","0"
"330057344862019584","2013-05-02 20:32:57","Actually unbelievably excited for iron man 3","UNITED STATES","1"
"330057349710614528","2013-05-02 20:32:58","Convincing my mom on letting me go to the midnight premier for iron man 3 if tickets are still available","UNITED STATES","2"
"330057354131406850","2013-05-02 20:33:00","Can't wait to see iron man 3 this weekend!!!!","CANADA","1"
"330057356073398272","2013-05-02 20:33:00","O well I'll go see Iron Man 3 tomorrow or Saturday","UNITED STATES","2"
"330057357654634496","2013-05-02 20:33:00","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","UNITED STATES","1"
"330057358841614338","2013-05-02 20:33:01","Iron Man 3 tonight &gt;&gt;&gt;&gt;&gt;&gt;&gt;","UNITED STATES","1"
"330057358858387456","2013-05-02 20:33:01","Does anyone want to go see iron man 3 tonight?","UNITED STATES","2"
"330057360808751105","2013-05-02 20:33:01","RT @iamaplatypus: He dicho ya que amo a Robert Downey Jr.? Pues amo a Robert Downey Jr. MUCHO. OSEA ES ORGASMO PURO ESE HOMBRE &lt;3333","SPAIN","1"
"330057361173659648","2013-05-02 20:33:01","RT @frankenfield36: Who's about seeing iron man 3 at midnight","","1"
"330057361467265024","2013-05-02 20:33:01","Beaucoup aimé Iron Man 3, bien noir avec la dose d'humour qu'il faut, et toujours quelques scènes bien jouissives. 3D inutile comme souvent.","FRANCE","1"
"330057364076105730","2013-05-02 20:33:02","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","UNITED STATES","1"
"330057364944351232","2013-05-02 20:33:02","Iron Man 3 tonight?","","1"
"330057367104401408","2013-05-02 20:33:03","#art #comics #Comics X-Men #1 First Look From Marvel Comics, Brian Wood and Olivier Coipel http://t.co/82TKicLkAG","UNITED STATES","2"
"330057369914576898","2013-05-02 20:33:03","@aformeroutlaw yeah i think so. my friends are going to see iron man 3 but i'm not entirely sure if i'll be up for it.","UNITED STATES","2"
"330057371978194944","2013-05-02 20:33:04","REALLY need to see Iron Man 3 asap because Ironman is a stud ooooo baby 😋","UNITED STATES","0"
"330057374104707072","2013-05-02 20:33:04","Iron man 3 tonight!!","UNITED STATES","1"
"330057375572717568","2013-05-02 20:33:05","Check out the first 4 pages of @brianwood and @Marvel  X-Men # 1! http://t.co/cdIoC2bXD9 #xmen #comicbooks","UNITED STATES","2"
"330057378340929537","2013-05-02 20:33:05","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","UNITED KINGDOM","1"
"330057384020033536","2013-05-02 20:33:07","Saulinho é tão lindo, nem pergunta se estou bem, pergunta se assisti Iron Man 3 haha.","CHILE","1"
"330057385232171011","2013-05-02 20:33:07","@huliejamad aww fuck Manny's you coming to see Iron Man 3 tonight with your black friend Johnny. Argument settled.","CANADA","0"
"330057386792472576","2013-05-02 20:33:07","IRON MAN 3 IS AMAZING I CAN'T EVEN, I'M JUST IN AWE O M F G","UNITED KINGDOM","2"
"330057391003533313","2013-05-02 20:33:08","I'm at ODEON for Iron Man 3 w/ @sophswan_86 http://t.co/ddbnTL3Uoo","UNITED KINGDOM","1"
"330057395269165056","2013-05-02 20:33:09","@FridyuxCordova: ""El Espectador: Según Robert Downey Jr, éste es el éxito de Iron Man 3 http://t.co/JNgmzkD8YV"" ;)","UNITED STATES","1"
"330057395537584128","2013-05-02 20:33:09","Je n ai tjrs pas vu Iron Man 3 😣","","1"
"330057399073390593","2013-05-02 20:33:10","Gonna go see Iron Man 3 tonight!","CANADA","1"
"330057399295688704","2013-05-02 20:33:10","RT @elespectador: Según Robert Downey Jr, éste es el éxito de Iron Man 3 http://t.co/CYniWYhXUv","COLOMBIA","1"
"330057399362797568","2013-05-02 20:33:10","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","ECUADOR","1"
"330057400625266688","2013-05-02 20:33:11","Iron Man 3","UNITED ARAB EMIRATES","1"
"330057403167039491","2013-05-02 20:33:11","Really enjoying this new trend of ""midnight showings that start at 10:00pm"". Iron Man 3 here I come.","UNITED STATES","1"
"330057403502579713","2013-05-02 20:33:11","#Cinéma ""Iron Man 3"" en tête du box-office français dès sa première semaine d'exploitation, avec 2 064 740 entrées.","FRANCE","1"
"330057404769259520","2013-05-02 20:33:12","Box Office Predictions: ‘Iron Man 3′ Scrapes at ‘Avengers’ Numbers http://t.co/1TRbnQrXED #movies","","1"
"330057405742321665","2013-05-02 20:33:12","Iron Man 3.....describe fielmente mi locura actual","NETHERLANDS","1"
"330057407487160320","2013-05-02 20:33:12","RT @elespectador: Según Robert Downey Jr, éste es el éxito de Iron Man 3 http://t.co/CYniWYhXUv","UNITED STATES","1"
"330057409265541120","2013-05-02 20:33:13","OMg Iron man 3 tomorrow, cant wait.. :D Dancing is fun, but one thing that makes it fun is when your enjoy whats happening around you","UNITED STATES","2"
"330057409705947137","2013-05-02 20:33:13","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","UNITED STATES","1"
"330057412855869442","2013-05-02 20:33:14","So disappointed by Iron Man 3... ugh.","UNITED KINGDOM","0"
"330057413363396609","2013-05-02 20:33:14","Photoset: midtowncomics: Marvel Comics’ Manhattan &amp; DC Comics’ Gotham City by Eliot R. Brown http://t.co/GB0PKnOyUZ","UNITED STATES","2"
"330057414831382528","2013-05-02 20:33:14","Do you know where are fanfictions of Pepper Potts and Tony Stark (Pepperony)? :)","SPAIN","0"
"330057417746436097","2013-05-02 20:33:15","At the movie theater waiting for the premier of Iron man 3 also first one in line http://t.co/HRH20yVpiK","","2"
"330057418144903168","2013-05-02 20:33:15","Supercines | Iron Man 3 (Iron Man 3) http://t.co/uefvbVNRK9 vía @supercines1","UNITED STATES","1"
"330057421047357442","2013-05-02 20:33:16","I really wanna see iron man 3 tomorrow.....any takers? 😁","UNITED STATES","1"
"330057421470986240","2013-05-02 20:33:16","Gonna go see Iron Man 3 tomorrow. I'm hyped!!! Hype! Hype! You better not die Tony Stark!!","UNITED STATES","2"
"330057424176283648","2013-05-02 20:33:16","Iron Man 3","","1"
"330057424180490241","2013-05-02 20:33:16","Iron Man 3 BRE !!! #IronMan3 #RobertDowney,Jr. #Action #joj","BELGIUM","1"
"330057425392648192","2013-05-02 20:33:17","Iron man 3 tonight 💃🎉💁😏","UNITED STATES","1"
"330057425749176320","2013-05-02 20:33:17","Can't wait to see Iron Man 3!!!!","","1"
"330057426340556800","2013-05-02 20:33:17","I'm probably like the only girl going to see Iron Man 3 tomorrow and I don't care ","","2"
"330057427926020098","2013-05-02 20:33:17","RT @lgghanem: Just saw Iron Man 3. _Marvel_ Phase 2 is off to a great start.","UNITED STATES","2"
"330057429750513664","2013-05-02 20:33:18","Fake RT @c0stn3r: Dei check-in no Iron Man 3, mas desisti de assistir. Cadê seu Deus agora?","BRAZIL","0"
"330057431625388032","2013-05-02 20:33:18","If I go see iron man 3 tonight I'm not going to have a voice tomorrow.","UNITED STATES","1"
"330057438428528640","2013-05-02 20:33:20","Completely forgot Iron Man 3 opens tonight/tomorrow. Now the decision whether or not to go see it tonight or get some sleep. Decisions.","UNITED STATES","1"
"330057438835380224","2013-05-02 20:33:20","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","UNITED KINGDOM","1"
"330057439124783104","2013-05-02 20:33:20","Iron man 3...brilliant!","SOUTH AFRICA","2"
"330057440953503746","2013-05-02 20:33:20","Working the midnight Iron Man 3 tonight. Should be fun. #ironman3 #iamironman #AMCtheatres #AMCTyler16","UNITED STATES","1"
"330057442945802240","2013-05-02 20:33:21","“@___bbbrian: iron Man 3 @ midnight dooeee, wassup 😼”","","1"
"330057443331698688","2013-05-02 20:33:21","S/O to the random kids in the hall who were talking about Robert Downey Jr. in the hall today.  #DayMade 👌","","1"
"330057443600113665","2013-05-02 20:33:21","RT @SuperHeroHype: Iron Man 3 Crosses $300 Million Internationally http://t.co/rcMK4y6sDm","","1"
"330057444053094400","2013-05-02 20:33:21","RT @Filosofo_del_WC: Cuando Tony Stark sea la suela de los zapatos de Bruce Wayne, dios llamará a mi puerta.","GREECE","0"
"330057447718932481","2013-05-02 20:33:22","I really want to see Iron Man 3 tonight! Who is down to go with me?","ECUADOR","1"
"330057450864644097","2013-05-02 20:33:23","Since I couldn't take my dad to that UFC fight I'm making it up to him by taking him to see iron man 3","UNITED STATES","0"
"330057453490286593","2013-05-02 20:33:23","@Cinepolis Buenas tardes. Ayer fue a ver Iron Man 3 a una sala en Hermosillo y compre un Baguette y muy malo sin nada solo pollo asi son?","","0"
"330057454031347712","2013-05-02 20:33:23","¡¡YA FUI A VER IRON MAN 3, PERRAS!!","UNITED STATES","1"
"330057454379474944","2013-05-02 20:33:24","using mandarin shampoo so tony stark will come and get me #what http://t.co/qdGsZAHjif","MOROCCO","2"
"330057455264477185","2013-05-02 20:33:24","Iron man 3 was good but it would of been better if I didn't have to keep reminding myself that ironman isn't real and it's not scary.","UNITED KINGDOM","2"
"330057457541988352","2013-05-02 20:33:24","5 women will be in our Iron Man 3 premiere group. Way better then the days when nerd movies started with the phrase ""1 ticket please.""","UNITED STATES","2"
"330057458913509376","2013-05-02 20:33:25","RT @jovemnerd: Falem o que quiser de Iron Man 3, mas Brian Tyler mandou MUITO na trilha sonora! http://t.co/qv4zEK2GoK","BRAZIL","1"
"330057462256394240","2013-05-02 20:33:25","still can't believe Iron Man 3 opened with Blue - Eiffel 65, manikee tune. great film though #dabbadee #dabbadie","UNITED KINGDOM","2"
"330057462940049410","2013-05-02 20:33:26","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","MEXICO","1"
"330057463682433024","2013-05-02 20:33:26","Iron Man 3 has already made $300 million and does not open in U.S. til tonight - News - Bubblews http://t.co/fIrYWTWpbu #bubblews","","2"
"330057463732776961","2013-05-02 20:33:26","“@LaurenMeese: I👏HAVE👏GOT👏TO👏SEE👏IRON MAN 3 👏👏👏” K SWEET LETS GO","","2"
"330057464353546242","2013-05-02 20:33:26","Iron Man 3 ratings falling faster than Suarez in the wind. Brits only love because of Kingsley name, Yanks hate it, called it #shitfilm","UNITED KINGDOM","2"
"330057464378703873","2013-05-02 20:33:26","@karizcoolz iron man 3","UNITED STATES","1"
"330057467650265090","2013-05-02 20:33:27","“@rawdo91: Iron man 3 tonight!!!!” Gloti","","1"
"330057469780971520","2013-05-02 20:33:27","@Am_Thayo Haha..c ulikataa kukam Iron man 3","","1"
"330057473727803393","2013-05-02 20:33:28","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","","1"
"330057477670461441","2013-05-02 20:33:29","А мені iron man 3 сподобався.","UKRAINE","1"
"330057482057691136","2013-05-02 20:33:30","The fact that iron man 3 is coming out tomorrow&gt;&gt;&gt;","UNITED STATES","1"
"330057482800095232","2013-05-02 20:33:30","Well Iron man 3 was insane!","UNITED KINGDOM","2"
"330057484532318208","2013-05-02 20:33:31","“@SoaRHaunt: im gonna sneak my rats into the fucking theater and they are gonna watch iron man 3 with me”first and second one were better.","","1"
"330057487959072768","2013-05-02 20:33:31","RT @RetweetThisKid: I'm ready to see iron man 3!","","2"
"330057488865034240","2013-05-02 20:33:32","RT @Noteprestonada: #MeGustasPorque ya tengo las loncheritas de Iron Man para nuestros hijos. &lt;3","UNITED STATES","1"
"330057489682939904","2013-05-02 20:33:32","RT @DowneyBrasil: #PessoasQueEuAmo Robert Downey Jr.","UNITED STATES","1"
"330057491218063360","2013-05-02 20:33:32","I unlocked the Marvel's Iron Man 3 Coming Soon sticker on #GetGlue! http://t.co/KVWWedNu5r","UNITED STATES","1"
"330057494531547138","2013-05-02 20:33:33","#Entertainment #News Gwyneth Paltrow Runs Errands in London http://t.co/QcMRdV9eZ4 #Fashion Go","UNITED STATES","1"
"330057497392058368","2013-05-02 20:33:34","The 'Downton Abbey' &amp; 'Iron Man 3' Connection http://t.co/QfIysmvdK5","ECUADOR","1"
"330057497635332096","2013-05-02 20:33:34","""@lways_Strapped: Tryna see that iron man 3"" I need a date...","UNITED STATES","0"
"330057498524540928","2013-05-02 20:33:34","'Iron Man 3' Has Already Made A LOT Of Money http://t.co/XKaRE9J3EG","ECUADOR","1"
"330057499472429057","2013-05-02 20:33:34","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","ECUADOR","1"
"330057500911079424","2013-05-02 20:33:35","RT @Terry_Shambler: Iron Man 3 has been out for a while and I still haven't seen it?","","1"
"330057508188196865","2013-05-02 20:33:36",".@neiltyson RT @TheBatman Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","UNITED STATES","1"
"330057508498571265","2013-05-02 20:33:36","RT @ldavs: Ni siquiera Evil Dead mañana, pero si, 7 salas con Iron Man 3 y The Croods ya tiene como un mes ahí.","UNITED STATES","0"
"330057509597487105","2013-05-02 20:33:37","Who wants to go see iron man 3 tomorrow ?","UNITED STATES","1"
"330057511535251457","2013-05-02 20:33:37","RT @evancsinclair: IRON MAN 3 SPOILER: Tony Stark is all like, ""meh meh meh"" and then smirks real smug like.","","2"
"330057517126275073","2013-05-02 20:33:38","@_AFarOffPromise bitch that's why I gots my Iron man 3 ticket ""P","UNITED STATES","0"
"330057517776379904","2013-05-02 20:33:39","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","","1"
"330057519248584704","2013-05-02 20:33:39","@MoeKadhim this is so amazing and now your gonna watch iron man 3 on the same night that it is out ! #ironman2  #ironman2 #Marvel #amazing .","MOROCCO","2"
"330057519449927680","2013-05-02 20:33:39","Iron Man 3 or Star Trek?  Answer: Pacific Rim","","2"
"330057520343310338","2013-05-02 20:33:39","Gostei de um vídeo @YouTube http://t.co/cVvpwQxmq2 Man 3 Soundtrack - 1. Iron Man 3","","1"
"330057522876653568","2013-05-02 20:33:40","Enamorada de el .... Anthony Edward ""Tony"" Stark... &lt;3 &lt;3 ... Mi novio ;)","UNITED STATES","0"
"330057526131437568","2013-05-02 20:33:41","Iron Man 3♥ #TeniaQeTwitearlo","UNITED STATES","1"
"330057528610258945","2013-05-02 20:33:41","gonna see iron man 3 with @Tiz_Peter gonna be epic!","UNITED KINGDOM","2"
"330057528719310848","2013-05-02 20:33:41","@Gabiiziinnhaa e Iron Man 3 kerida ","BRAZIL","1"
"330057529960833024","2013-05-02 20:33:41","Today they are better though so fingers crossed for me to go see iron man 3 soon","UNITED STATES","2"
"330057531248500736","2013-05-02 20:33:42","@ScottyMcCreery will you take me to see iron man 3??? ;)","UNITED STATES","2"
"330057533807009793","2013-05-02 20:33:42","you make me sickkkkkk RT @ArtDoesntChill: “He die at the end yo @Msz_Coca: iron man 3 tonight :) !!!!!!”","ECUADOR","1"
"330057536684314625","2013-05-02 20:33:43","So it was Iron Man 3 and not Thor xP oops","UNITED STATES","1"
"330057537888083969","2013-05-02 20:33:43","Porfin a ver la de Iron Man 3","UNITED STATES","1"
"330057538722734080","2013-05-02 20:33:44","RT @RottenTomatoes: Iron Man 3 is #CertifiedFresh at 80%, with 139 reviews.  http://t.co/mOsEwyb0yW","GERMANY","1"
"330057540358516736","2013-05-02 20:33:44","@ZackSmith_ AFTER Iron Man 3. Like, at 12.","UNITED STATES","2"
"330057543344865280","2013-05-02 20:33:45","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","FRANCE","1"
"330057544582184960","2013-05-02 20:33:45","RT @Chrotos: Iron Man 3 tonight!","UNITED STATES","1"
"330057544888381441","2013-05-02 20:33:45","Iron Man 3 tomorrow! My countdown of days with blindfolds and fingers in ears to avoid spoilers nears it's end!","UNITED STATES","0"
"330057547040059392","2013-05-02 20:33:46","Ten Rejected Subtitles For Iron Man 3. http://t.co/GryrBEHrPp","UNITED STATES","1"
"330057549619531778","2013-05-02 20:33:46","@aj_tay @DaynaAJ Are you going to see Iron Man 3?  That's going to be my girl's night tonight :)","UNITED STATES","1"
"330057549766356992","2013-05-02 20:33:46","""@Noteprestonada: #MeGustasPorque ya tengo las loncheritas de Iron Man para nuestros hijos. &lt;3""","UNITED STATES","1"
"330057550844264450","2013-05-02 20:33:46","""I need to see Iron Man 3. I gotta see it."" Mum: ""Go see it AFTER your exams"" ...ARE YOU CRAZY WOMAN?","NETHERLANDS","0"
"330057553901916164","2013-05-02 20:33:47","Upravo odgledan iron man 3 :-D #znacifulllllllllll :-D :-D :-D :-D :-D :-D","NETHERLANDS","1"
"330057555898404865","2013-05-02 20:33:48","Iron man 3 #cosy","","1"
"330057556884074497","2013-05-02 20:33:48","Iron Man 3 tonight!!!","UNITED STATES","1"
"330057557467082752","2013-05-02 20:33:48","Don Cheadle Talks 'Iron Man 3'; Petitions for War Machine in 'Avengers 2' &amp; Phase 3 http://t.co/O9uDQ8ggsR","UNITED STATES","0"
"330057561455874048","2013-05-02 20:33:49","@Tre_LouLou_Cool ah weel. If it helps, I understand it finishes with Tony Stark making sweet, sweet love with the suit and the end.","UNITED KINGDOM","2"
"330057562047258624","2013-05-02 20:33:49","RT @TheBatman: Tony Stark. Genius, billionaire, playboy, philanthropist, douchebag.","UNITED STATES","1"
"330057564941336577","2013-05-02 20:33:50","RT @nicoleBBZ: IRON MAN 3. TOO GOOD FOR LOWER CASE.","","1"
"330057567508234240","2013-05-02 20:33:50","I liked a @YouTube video from @movieclips http://t.co/hk4aXJiS0C Iron Man 3 Official Trailer (2013) Marvel Movie HD","ISRAEL","2"
"330057567571152900","2013-05-02 20:33:50","Vamos a ver Iron man 3 espero q esté entretenida ^^","UNITED KINGDOM","1"
"330057568246452225","2013-05-02 20:33:51","Photo: exorcizamus—-te: I’m ready for Iron Man 3 http://t.co/YYXbPHvAAA","NETHERLANDS","2"
